Judul,Link,Link_PDF,Status,Keterangan_Status,Tipe Dokumen,Tahun Terbit,Nomor Peraturan,Bidang Hukum,Tempat Penetapan,Tanggal Penetapan / Pengundangan,Singkatan Jenis / Bentuk Peraturan,Sumber,Bahasa,Nama Pengarang,Tipe Pengarang,Jenis Pengarang,Kata Kunci,Tipe Kata Kunci,Jenis Kata Kunci,Isi UU
Peraturan Menteri ESDM No. 13 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Manajer Energi Bidang Industri,https://jdih.esdm.go.id/index.php/web/result/716/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 13 2010.pdf,Dicabut;,"Dicabut Peraturan Menteri ESDM Nomor 41 Tahun 2015 tentang Pemberlakuan Standar Kompetensi Kerja Nasional Indonesia Kategori Jasa Profesional, Ilmiah dan Teknis Golongan Pokok Jasa Profesional, Ilmiah dan Teknis Lainnya Pada Jabatan Kerja Manajer Energi Di Industri dan Bangunan Gedung Catatan : Dicabut oleh Permen ESDM No. 41 Th 2015"";",Peraturan Perundang-undangan,2010,,Umum,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (326) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Pemberlakuan Standar Kompetensi Manajer Energi Bidang Industri
Peraturan Menteri ESDM No. 12 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Pembangkit Tenaga Listrik Sub Bidang Operasi Dan Sub Bidang Pemeliharaan,https://jdih.esdm.go.id/index.php/web/result/715/detail,https://jdih.esdm.go.id/storage/document,,,Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (325) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Pembangkit Tenaga Listrik Sub Bidang Operasi Dan Sub Bidang Pemeliharaan
"Peraturan Menteri ESDM No. 11 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang manufaktur, Sub Bidang Perawatan Dan Perbaikan Mesin Produksi, Dan Sub Bidang Pengendalian Dan Jaminan Mutu",https://jdih.esdm.go.id/index.php/web/result/714/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 11 2010.pdf,,,Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (324) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Industri Peralatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang manufaktur, Sub Bidang Perawatan Dan Perbaikan Mesin Produksi, Dan Sub Bidang Pengendalian Dan Jaminan Mutu"
"Peraturan Menteri ESDM No. 10 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Industri Pemanfaat Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Produksi, Sub Bidang Kepastian Dan Kendali Mutu.Dan Sub Bidang Perawatan, Perbaikan dan Pemasangan",https://jdih.esdm.go.id/index.php/web/result/713/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 10 2010.pdf,,,Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (323) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Pemberlakuan Standar Kompetensi Asesor Ketenagalistrikan Bidang Industri Pemanfaat Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Produksi, Sub Bidang Kepastian Dan Kendali Mutu.Dan Sub Bidang Perawatan, Perbaikan dan Pemasangan"
"Peraturan Menteri ESDM No. 09 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Pembangkitan Energi baru Terbarukan Sub Bidang Konstruksi, Sub Bidaang Operasi, Sub Bidang Pemeliharaan Dan Sub Bidang Inspeksi",https://jdih.esdm.go.id/index.php/web/result/712/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 09 2010.pdf,Peraturan;Mencabut,"Peraturan Menteri ESDM No. 030 Tahun 2006 Tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Pembangkitan Energi Baru dan Terbarukan, Pembangkit Listrik tenaga Mikro Hidro (PLTMH), Pembangkit Listrik Tenaga Biomassa (PLTBM), pembangkit Listrik Tenaga bayu (PLTB) dan Pembangkit Listrik Tenaga Surya (PLTS) Catatan : Dicabut oleh Permen ESDM No. 9 Thn 2010"";; Mencabut Peraturan Menteri ESDM No. 030 Tahun 2006 Tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Pembangkitan Energi Baru dan Terbarukan, Pembangkit Listrik tenaga Mikro Hidro (PLTMH), Pembangkit Listrik Tenaga Biomassa (PLTBM), pembangkit Listrik Tenaga bayu (PLTB) dan Pembangkit Listrik Tenaga Surya (PLTS) Catatan : Mencabut Permen ESDM No. 030 Thn 2006"";",Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (322) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Pembangkitan Energi baru Terbarukan Sub Bidang Konstruksi, Sub Bidaang Operasi, Sub Bidang Pemeliharaan Dan Sub Bidang Inspeksi"
"Peraturan Menteri ESDM No. 08 Tahun 2010 Tentang Penetapan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Instalasi Pemanfaatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Konstruksi, Sub Bidaang Operasi, Sub Bidang Pemeliharaan Dan Sub Bidang Inspeksi",https://jdih.esdm.go.id/index.php/web/result/711/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 08 2010.pdf,Peraturan;Mencabut,"Peraturan Menteri ESDM No. 029 Tahun 2006 Tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Instalasi Pemanfaatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Konstruksi, Sub Bidang Operasi, Sub Bidang Pemeliharaan, Sub Bidang Inspeksi Catatan : Dicabut oleh Permen ESDM No. 8 Thn 2010. Mencabut Kepmen ESDM No. 1313 K/30/MEM/2003"";; Mencabut Peraturan Menteri ESDM No. 029 Tahun 2006 Tentang Penetapan dan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Instalasi Pemanfaatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Konstruksi, Sub Bidang Operasi, Sub Bidang Pemeliharaan, Sub Bidang Inspeksi Catatan : Mencabut Permen ESDM No. 029 Thn 2006 yang Mencabut Kepmen ESDM No. 1313 K/30/MEM/2003"";",Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-07-05,PERMEN ESDM,LL KESDM BN RI 2010 (321) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Pemberlakuan Standar Kompetensi Tenaga Teknik Ketenagalistrikan Bidang Instalasi Pemanfaatan Tenaga Listrik Sub Bidang Perancangan, Sub Bidang Konstruksi, Sub Bidaang Operasi, Sub Bidang Pemeliharaan Dan Sub Bidang Inspeksi"
Keputusan Menteri ESDM No. 1616 K/36/MEM/2003 tentang Ketentuan Pelaksanaan Harga Jual Tenaga Listrik Tahun 2004 yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara,https://jdih.esdm.go.id/index.php/web/result/710/detail,https://jdih.esdm.go.id/storage/document/kepmen-1616-2003.pdf,Dicabut;Dicabut,"Dicabut Peraturan Menteri ESDM No. 09 Tahun 2011 Tentang Ketentuan Pelaksanaan Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara; Dicabut Peraturan Menteri ESDM No. 07 Tahun 2010 Tentang Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 7 Thn 2010. Mencabut Kepmen ESDM No. 1836 K/36/MEM/2002 dan Kepmen ESDM No. 1116 K/36/MEM/2003"";",Peraturan Perundang-undangan,2003,,Ketenagalistrikan,JAKARTA,2003-12-31,KEPMEN ESDM,LL KESDM BN RI 2003 : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Ketentuan Pelaksanaan Harga Jual Tenaga Listrik Tahun 2004 yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara
Keputusan Menteri ESDM No. 2038 K/40/MEM/2001 tentang Biaya Penyambungan Tenaga Listrik yang Disediakan oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara,https://jdih.esdm.go.id/index.php/web/result/709/detail,https://jdih.esdm.go.id/storage/document/kepmen 2038 thn 2001.pdf,Dicabut;Dicabut,"Dicabut Peraturan Menteri ESDM No. 09 Tahun 2011 Tentang Ketentuan Pelaksanaan Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara; Dicabut Peraturan Menteri ESDM No. 07 Tahun 2010 Tentang Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 7 Thn 2010. Mencabut Kepmentamben No. 685.K/49/M.PE/1998"";",Peraturan Perundang-undangan,2001,,Ketenagalistrikan,JAKARTA,2001-08-24,KEPMEN ESDM,LL KESDM BN RI 2001 : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Biaya Penyambungan Tenaga Listrik yang Disediakan oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara
Peraturan Menteri ESDM No. 07 Tahun 2010 Tentang Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara,https://jdih.esdm.go.id/index.php/web/result/708/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 07 2010.pdf,Keputusan;Keputusan;Peraturan;Dicabut,"Keputusan Menteri ESDM No. 2038 K/40/MEM/2001 tentang Biaya Penyambungan Tenaga Listrik yang Disediakan oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 7 Thn 2010. Mencabut Kepmentamben No. 685.K/49/M.PE/1998"";; Keputusan Menteri ESDM No. 1616 K/36/MEM/2003 tentang Ketentuan Pelaksanaan Harga Jual Tenaga Listrik Tahun 2004 yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 7 Thn 2010. Mencabut Kepmen ESDM No. 1836 K/36/MEM/2002 dan Kepmen ESDM No. 1116 K/36/MEM/2003"";; Peraturan Menteri ESDM No. 09 Tahun 2011 Tentang Ketentuan Pelaksanaan Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 9 Thn 2011. Mencabut : 1. Kepmen ESDM No. 2038 K/40/MEM/2001. 2. Kepmen ESDM No. 1616 K/36/MEMl2003"";; Dicabut Peraturan Menteri ESDM No. 09 Tahun 2011 Tentang Ketentuan Pelaksanaan Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara Catatan : Dicabut oleh Permen ESDM No. 9 Thn 2011. Mencabut : 1. Kepmen ESDM No. 2038 K/40/MEM/2001. 2. Kepmen ESDM No. 1616 K/36/MEMl2003"";",Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-06-30,PERMEN ESDM,LL KESDM BN RI 2010 (314) : 19 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Tarif Tenaga Listrik Yang Disediakan Oleh Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara
Peraturan Menteri ESDM No. 06 Tahun 2010 Tentang Pedoman Kebijakan Peningkatan Produksi Minyak Dan Gas Bumi,https://jdih.esdm.go.id/index.php/web/result/707/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 06 2010.pdf,Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 6 Tahun 2018 Tentang Pencabutan Peraturan Menteri Energi dan Sumber Daya Mineral, Peraturan Menteri Pertambangan dan Energi, dan Keputusan Menteri Energi dan Sumber Daya Mineral Terkait Kegiatan Usaha Minyak dan Gas Bumi Catatan : Dicabut oleh Permen ESDM No. 6 Th 2018"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 6 Tahun 2018 Tentang Pencabutan Peraturan Menteri Energi dan Sumber Daya Mineral, Peraturan Menteri Pertambangan dan Energi, dan Keputusan Menteri Energi dan Sumber Daya Mineral Terkait Kegiatan Usaha Minyak dan Gas Bumi Catatan : Dicabut oleh Permen ESDM No. 6 Th 2018"";",Peraturan Perundang-undangan,2010,,Minyak dan Gas Bumi,JAKARTA,2010-02-02,PERMEN ESDM,LL KESDM BN RI 2010 (58) : 10 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pedoman Kebijakan Peningkatan Produksi Minyak Dan Gas Bumi
Peraturan Menteri ESDM No. 05 Tahun 2010 Tentang Pendelegasian Wewenang Pemberian Izin Usaha Di Bidang Energi Dan Sumber Daya Mineral Dalam Rangka Pelaksanaan Pelayanan Terpadu Satu Pintu Di Bidang Penanaman Modal Kepada Kepala Badan Koordinasi Penanaman Modal,https://jdih.esdm.go.id/index.php/web/result/706/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 05 2010.pdf,Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 25 Tahun 2015 tentang Pendelegasian Wewenang Pemberian Perizinan Bidang Pertambangan Mineral dan Batubara Dalam Rangka Pelaksanaan Pelayanan Terpadu Satu Pintu Kepada Kepala Badan Koordinasi Penanaman Modal Catatan : Mencabut Ketentuan yang terkait dengan pendelegasian wewenang pemberian izin usaha di bidang mineral dan batubara di Permen ESDM No. 5 Thn 2010"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 25 Tahun 2015 tentang Pendelegasian Wewenang Pemberian Perizinan Bidang Pertambangan Mineral dan Batubara Dalam Rangka Pelaksanaan Pelayanan Terpadu Satu Pintu Kepada Kepala Badan Koordinasi Penanaman Modal Catatan : 1. Mengenai Ketentuan yang terkait dengan pendelegasian wewenang pemberian izin usaha Ketenagalistrikan dicabut oleh Permen ESDM No. 35 Th 2014. 2. Mengenai Ketentuan yang terkait dengan pendelegasian wewenang pemberian izin usaha di bidang Minyak dan Gas Bumi dicabut oleh Permen ESDM No. 23 Th 2015. 3. Mengenai Ketentuan yang terkait dengan pendelegasian wewenang pemberian izin usaha di bidang Mineral dan Batubara dicabut oleh Permen ESDM No. 25 Th 2015"";",Peraturan Perundang-undangan,2010,,Umum,JAKARTA,2010-01-29,PERMEN ESDM,LL KESDM BN RI 2010 (49) : 5 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pendelegasian Wewenang Pemberian Izin Usaha Di Bidang Energi Dan Sumber Daya Mineral Dalam Rangka Pelaksanaan Pelayanan Terpadu Satu Pintu Di Bidang Penanaman Modal Kepada Kepala Badan Koordinasi Penanaman Modal
Peraturan Menteri ESDM No. 04 Tahun 2010 Tentang Rencana Strategis Kementerian Energi Dan Sumber Daya Mineral Tahun 2010-2014,https://jdih.esdm.go.id/index.php/web/result/705/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 04 2010.pdf,,,Peraturan Perundang-undangan,2010,,Umum,JAKARTA,2010-01-28,PERMEN ESDM,LL KESDM BN RI 2010 (43) : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Rencana Strategis Kementerian Energi Dan Sumber Daya Mineral Tahun 2010-2014
Peraturan Menteri ESDM No. 03 Tahun 2010 Tentang Alokasi Pemanfaatan Gas Bumi Untuk Pemenuhan Kebutuhan Dalam Negeri,https://jdih.esdm.go.id/index.php/web/result/704/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 03 2010.pdf,Dicabut;,"Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 37 Tahun 2015 tentang Ketentuan dan Tata Cara Penetapan Alokasi dan Pemanfaatan Serta Harga Gas Bumi Catatan : Dicabut oleh Permen ESDM No. 37 Thn 2015"";",Peraturan Perundang-undangan,2010,,Minyak dan Gas Bumi,JAKARTA,2010-01-27,PERMEN ESDM,LL KESDM BN RI 2010 (42) : 5 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Alokasi Pemanfaatan Gas Bumi Untuk Pemenuhan Kebutuhan Dalam Negeri
"Peraturan Menteri ESDM No. 02 Tahun 2010 Tentang Daftar Proyek-Proyek Percepatan Pembanguan Pembangkit Tenaga Listrik Yang Menggunakan Energi Baru Terbarukan, Batubara, Dan Gas Serta Transmisi Terkait",https://jdih.esdm.go.id/index.php/web/result/703/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 02 2010.pdf,Peraturan;Dicabut,"Peraturan Menteri ESDM No. 15 Tahun 2010 Tentang Daftar Proyek-Proyek Percepatan Pembangunan Pembangkit Tenaga Listrik Yang Menggunakan Energi Baru Terbarukkan, Batubara Dan Gas Serta Transmisi Terkait Catatan : Dicabut oleh Permen ESDM No. 15 Thn 2010"";; Dicabut Peraturan Menteri ESDM No. 15 Tahun 2010 Tentang Daftar Proyek-Proyek Percepatan Pembangunan Pembangkit Tenaga Listrik Yang Menggunakan Energi Baru Terbarukkan, Batubara Dan Gas Serta Transmisi Terkait Catatan : Dicabut oleh Permen ESDM No. 15 Thn 2010"";",Peraturan Perundang-undangan,2010,,Ketenagalistrikan,JAKARTA,2010-01-27,PERMEN ESDM,LL KESDM BN RI 2010 (41) : 10 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Daftar Proyek-Proyek Percepatan Pembanguan Pembangkit Tenaga Listrik Yang Menggunakan Energi Baru Terbarukan, Batubara, Dan Gas Serta Transmisi Terkait"
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 01 Tahun 2010 tentang Pedoman Pengawasan Dilingkungan Kementerian Energi Dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/702/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 01 2010.pdf,Dicabut;,Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 03 Tahun 2018 tentang Tata Kelola Pengawasan Intern Di Lingkungan Kementerian Energi dan Sumber Daya Mineral Catatan : Mencabut Kepmen P&E No. 700.K/80/M.PE/1989. Dicabut oleh Permen ESDM No. 03 Tahun 2018.,Peraturan Perundang-undangan,2010,01 Tahun 2010,Umum,JAKARTA,2010-01-22,PERMEN ESDM,LL KESDM BN RI 2010 (22) : 31 HLM,Indonesia,Kementerian Energi dan Sumber Daya Mineral (KESDM),Badan Organisasi,Pengarang Utama,"Kementerian ESDM, Pedoman Pengawasan",Topik,"Additional, Primary",Pedoman Pengawasan Dilingkungan Kementerian Energi Dan Sumber Daya Mineral
Peraturan Menteri ESDM No. 34 Tahun 2009 Tentang Pengutamaan Pemasok Kebutuhan Mineral Dan Batubara Untuk Kepentingan Umum,https://jdih.esdm.go.id/index.php/web/result/701/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 34 2009.pdf,Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 25 Tahun 2018 Tentang Pengusahaan Pertambangan Mineral dan Batubara Catatan : Dicabut oleh Permen ESDM No. 25 Th 2018."";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 25 Tahun 2018 Tentang Pengusahaan Pertambangan Mineral dan Batubara Catatan : Dicabut oleh Permen ESDM No. 25 Th 2018."";",Peraturan Perundang-undangan,2009,,Mineral dan Batubara,JAKARTA,2009-12-31,PERMEN ESDM,LL KESDM BN RI 2009 (546) : 10 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pengutamaan Pemasok Kebutuhan Mineral Dan Batubara Untuk Kepentingan Umum
Peraturan Menteri ESDM No. 33 Tahun 2009 Tentang Pelimpahan Sebagian Urusan Pemerintahan Dibidang Energi Dan Sumber daya Mineral Kepada Gubernur Sebagai Wakil Pemerintah Dalam Rangka Penyelenggaraan Dekonsentrasi Tahun Anggaran 2010,https://jdih.esdm.go.id/index.php/web/result/700/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 33 2009.pdf,,,Peraturan Perundang-undangan,2009,,Umum,JAKARTA,2009-12-28,PERMEN ESDM,LL KESDM BN RI 2009 (522) : 16 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pelimpahan Sebagian Urusan Pemerintahan Dibidang Energi Dan Sumber daya Mineral Kepada Gubernur Sebagai Wakil Pemerintah Dalam Rangka Penyelenggaraan Dekonsentrasi Tahun Anggaran 2010
Peraturan Menteri ESDM No. 32 Tahun 2009 tentang Harga Patokan Pembelian Tenaga Listrik oleh PT PLN (Persero) Dari Pembangkit Listrik Tenaga Panas Bumi,https://jdih.esdm.go.id/index.php/web/result/699/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 32 2009.pdf,Dicabut;,"Dicabut Peraturan Menteri ESDM No. 02 Tahun 2011 Tentang Penugasan Kepada PT PT Perusahaan Listrik Negara (Persero) Untuk Melakukan Pembelian Listrik Dari Pembangkit Listrik Tenaga Panas Bumi Dan Harga Patokan Pembelian Tenaga Listrik Oleh PT Perusahaan Listrik Negara (Persero) dari Pembangkit Listrik Tenaga Panas Bumi Catatan : Dicabut oleh Permen ESDM No. 2 Thn 2011"";",Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-12-04,PERMEN ESDM,LL KESDM BN RI 2009 (475) : 3 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Harga Patokan Pembelian Tenaga Listrik oleh PT PLN (Persero) Dari Pembangkit Listrik Tenaga Panas Bumi
Peraturan Menteri ESDM No. 31 Tahun 2009 Tentang Pembelian Tenaga Listrik Oleh PT PLN (Persero) Dari Pembangkit Listrik Yang Menggunakan Energi Baru Terbarukan Skala Kecil Dan Menengah Atau Kelebihan Tenaga Listrik,https://jdih.esdm.go.id/index.php/web/result/698/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 31 2009.pdf,Dicabut;,"Dicabut Peraturan Menteri ESDM No. 4 Tahun 2012 Tentang Harga Pembelian Tenaga Listrik Oleh PT PLN (Persero) Dari Pembangkit Tenaga Listrik Yang Menggunakan Energi Terbarukan Skala Kecil Dan Menengah Atau Kelebihan Tenaga Listrik Catatan : Dicabut oleh Permen ESDM No. 4 Thn 2012"";",Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-11-13,PERMEN ESDM,LL KESDM BN RI 2009 (427) : 4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Pembelian Tenaga Listrik Oleh PT PLN (Persero) Dari Pembangkit Listrik Yang Menggunakan Energi Baru Terbarukan Skala Kecil Dan Menengah Atau Kelebihan Tenaga Listrik
"Peraturan Menteri ESDM No. 30 Tahun 2009 Tentang Penetapan Dan Pemberlakuan Standar Kompetensi Tenaga Teknik Kelistrikan Bidang Pembangkitan Tenaga Listrik Sub Bagian Perancangan, Sub Bagian Perencanaan, Sub Bagian Konstruksi Dan Sub Bagian Inspeksi",https://jdih.esdm.go.id/index.php/web/result/697/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 30 2009.pdf,,,Peraturan Perundang-undangan,2009,,Ketenagalistrikan,JAKARTA,2009-09-30,PERMEN ESDM,LL KESDM BN RI 2009 (343) : 902 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,"Penetapan Dan Pemberlakuan Standar Kompetensi Tenaga Teknik Kelistrikan Bidang Pembangkitan Tenaga Listrik Sub Bagian Perancangan, Sub Bagian Perencanaan, Sub Bagian Konstruksi Dan Sub Bagian Inspeksi"
Peraturan Menteri ESDM No. 29 Tahun 2009 Tentang Tata Cara Penawaran Pengoperasian Jaringan Distribusi Gas Bumi Untuk Rumah Tangga Yang Dibangun Oleh Pemerintah,https://jdih.esdm.go.id/index.php/web/result/696/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM 29 2009.pdf,Peraturan;Dicabut,"Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 20 Tahun 2015 tentang Pengoperasian Jaringan Distribusi Gas Bumi Untuk Rumah Tangga Yang Dibangun Oleh Pemerintah Catatan : Mencabut Permen ESDM No. 29 Thn 2009"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 20 Tahun 2015 tentang Pengoperasian Jaringan Distribusi Gas Bumi Untuk Rumah Tangga Yang Dibangun Oleh Pemerintah Catatan : Dicabut oleh Permen ESDM No. 20 Thn 2015"";",Peraturan Perundang-undangan,2009,,Minyak dan Gas Bumi,JAKARTA,2009-09-30,PERMEN ESDM,LL KESDM BN RI 2009 (342) : 13 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Tata Cara Penawaran Pengoperasian Jaringan Distribusi Gas Bumi Untuk Rumah Tangga Yang Dibangun Oleh Pemerintah
Peraturan Menteri ESDM No. 28 Tahun 2009 Tentang Penyelenggaraan Usaha Jasa Pertambangan Mineral Dan Batubara,https://jdih.esdm.go.id/index.php/web/result/695/detail,https://jdih.esdm.go.id/storage/document/Permen esdm 28 2009.pdf,Peraturan;Dicabut,"Peraturan Menteri ESDM No. 24 Tahun 2012 Tentang Perubahan Atas Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 28 Tahun 2009 Tentang Penyelenggaraan Usaha Jasa Pertambangan Mineral Dan Batubara Catatan : Mengubah Permen ESDM No. 28 Thn 2009"";; Dicabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 34 Tahun 2017 Tentang Perizinan Di Bidang Pertambangan Mineral dan Batubara Catatan : Diubah oleh Permen ESDM No. 24 Thn 2012 Mencabut Kepmen Pertambangan No. 423/Kpts/M/Pertamb/1972 Mencabut Kepmen Pertambangan No. 211/Kpts/M/Pertamb/1978 Mencabut Ketentuan Pasal 1 ayat (3) dan Lampiran I sampai denggan Lampiran III yang terkait dengan jasa sebagaimana dimaksud dalam Kepmen ESDM No. 1453.K/29/MEM/2000. Dicabut oleh Permen ESDM No. 34 Th 2017."";",Peraturan Perundang-undangan,2009,,Mineral dan Batubara,JAKARTA,2009-09-30,PERMEN ESDM,LL KESDM BN RI 2009 (341) : 36 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Penyelenggaraan Usaha Jasa Pertambangan Mineral Dan Batubara
